"Audience Rating",Color,Country,Genres,"IMDb Rating","IMDb Url","Is TV Series",Language,"Original Title",Plot,"Release Date","Release Year",Series,"Sort Title",Studios,Title,"Title Extension","Audio Tracks",Barcode,"Box Set",Distributor,Edition,"Edition Release Date","Edition Release Year",Extras,Format,HDR,Layers,"Nr Discs",Packaging,Regions,Runtime,"Screen Ratios",Subtitles,Actor,Director,Musician,Photography,Producer,Writer,"Added Date","Added Year","Collection Status",Condition,"Current Value",Features,Index,"Last Watched Date","Last Watched Where",Location,"Modified Date","My Rating",Notes,Owner,"Purchase Date","Purchase Price","Purchase Store","Purchase Year",Quantity,"Storage Device","Storage Slot",Tags,"Watch Count","Watch Year",Watched,"Due Date","Loan Date","Loaned To"
"US - PG",Color,USA,"Action | Adventure | Fantasy | Science Fiction",8.3,https://www.imdb.com/title/tt0086190/?ref_=ref_ext_clz,,English,,"Luke Skywalker leads a mission to rescue his friend Han Solo from the clutches of Jabba the Hutt, the Emperor prepares to crush the Rebellion with a more powerful Death Star, and the Rebel fleet mounts a massive attack on the space station. Luke Skywalker confronts Darth Vader in a final climactic duel before the evil Emperor.",1983,1983,,"Star Wars: Episode VI - Return of the Jedi","Twentieth Century Fox","Star Wars: Episode VI - Return of the Jedi",,,,"Star Wars Trilogy: A New Hope / The Empire Strikes Back / Return Of The Jedi",,,,,,DVD,,N/A,1,,,131,,,"Mark Hamill | Harrison Ford | Carrie Fisher","Richard Marquand","John Williams","Alan Hume | Alec Mills","Jim Bloom | Howard G. Kazanjian | George Lucas","Lawrence Kasdan | George Lucas","Mar 16, 2026",2026,"In Collection",,,,415,,,,"Mar 17, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
,Color,UK,"Documentary | Music",7.6,https://www.imdb.com/title/tt0268225/?ref_=ref_ext_clz,,English,,"Aja was the biggest selling album of Steely Dan's illustrious career. It was the first album by Donald Fagen and Walter Becker as a duo. Fagen and Becker recall the history of the album, along with Peg, Deacon Blues and Josie. Michael McDonald, later of the Doobie Brothers did guest backing vocals on Aja, the late British musician Ian Dury, record producer Gary Katz and the legendary session musicians who worked on Aja also contribute. This is a vivd portrait of a 70's record that is still as fresh and as memorable more than two decades after its release.",2000,2000,,"Steely Dan",Image,"Steely Dan - Classic Albums: Aja",,,5034504907171,,,,,,,DVD,,N/A,1,,,60,,,"Walter Becker | Larry Carlton | Ian Dury","Alan Lewens",,,"Nick De Grunwald | Bous De Jong | Martin R. Smith",,"Mar 15, 2026",2026,"In Collection",,,,48,,,,"Mar 16, 2026",0,,,,,,,1,,,Música,0,,No,,,
,Color,UK,"Documentary | Music",7.6,https://www.imdb.com/title/tt0268225/?ref_=ref_ext_clz,,English,,"Aja was the biggest selling album of Steely Dan's illustrious career. It was the first album by Donald Fagen and Walter Becker as a duo. Fagen and Becker recall the history of the album, along with Peg, Deacon Blues and Josie. Michael McDonald, later of the Doobie Brothers did guest backing vocals on Aja, the late British musician Ian Dury, record producer Gary Katz and the legendary session musicians who worked on Aja also contribute. This is a vivd portrait of a 70's record that is still as fresh and as memorable more than two decades after its release.",2000,2000,,"Steely Dan",Image,"Steely Dan - Classic Albums: Aja",,"Dolby Digital Stereo [English] | PCM Stereo [English]",014381907322,,"Image Entertainment","Classic Albums","Mar 28, 2000",2000,,DVD,,"Single side, Single layer",1,"Keep Case","Region 1",60,"Fullscreen (4:3)","Danish | French | German | Italian | Portuguese | Spanish","Walter Becker | Larry Carlton | Ian Dury","Alan Lewens",,,"Nick De Grunwald | Bous De Jong | Martin R. Smith",,"Mar 16, 2026",2026,"In Collection",,,,147,,,,"Mar 16, 2026",0,,,,,,,1,,,Música,0,,No,,,
"US - PG-13",Color,USA,"Documentary | Music",7.5,https://www.imdb.com/title/tt0088855/?ref_=ref_ext_clz,,English,,"Bring on the Night is a 1985 documentary film, that focuses on the jazz-inspired project and band led by the British musician Sting during the early stages of his solo career. Some of the songs, whose recording sessions are featured in the film, appeared on his debut solo album The Dream of the Blue Turtles. Each musician in the band through the course of the film is interviewed.",1985,1985,,Sting,"A&M Films","Bring on the Night",,"Dolby Digital 5.1 [English] | Dolby Digital Stereo [English]",602498804285,,Universal,,"Mar 29, 2005",2005,,DVD,,"Single side, Single layer",1,"Keep Case","Region 1",97,"Fullscreen (4:3) | Widescreen (1.85:1)",,"Miles A. Copeland III | Gil Friesen | Vic Garbarini","Michael Apted",,"Ralf D. Bode","Gil Frieson | Robert K. Lambert | David Manson","Michael Apted","Mar 15, 2026",2026,"In Collection",,,,46,,,,"Mar 16, 2026",0,,,,,,,1,,,Música,0,,No,,,
,Color,USA,"Documentary | Music",8.5,https://www.imdb.com/title/tt0324078/?ref_=ref_ext_clz,,English,,"This DVD contains a behind the scenes documentary film and an intimate concert performance by Sting. The documentary is a candid look at the genesis, development and realisation of Sting's live CD. ""...all this time,"" which features reinvented arrangements of Sting's most celebrated songs. [Tracklist:] 01 Fragile 02 A Thousand Years 03 Perfect Love... Gone Wrong 04 All This Time 05 Seven Days 06 The Hounds Of Winter 07 Don't Stand So Close To Me 08 When We Dance 09 Dienda 10 Roxanne 11 If You Love Somebody Set Them Free 12 Brand New Day 13 Fields Of Gold 14 Moon Over Bourbon Street 15 Shape Of My Heart 16 If I Ever Lose My Faith In You 17 Every Breath You Take",2001,2001,,"Sting ...All This Time","A+E Networks","Sting ...All This Time",,"Dolby Digital 5.1 | Dolby Digital 5.1 [English] | Dolby Digital Stereo [English] | Stereo [English]",606949316990,,A&M,,"Dec 04, 2001",2001,,DVD,,"Single side, Single layer",1,"Keep Case","Region 1",60,"Fullscreen (4:3)",,"Sting | Dominic Miller | Kipper","Jim Gable",,"David Rudd","Jason Barager | Rich Frankel | Richard Frankel",,"Mar 15, 2026",2026,"In Collection",,,,58,,,,"Mar 15, 2026",0,,,,,,,1,,,Música,0,,No,,,
"US - Approved","Black & White",USA,"Crime | Drama | Film Noir | Thriller",7.9,https://www.imdb.com/title/tt0044079/?ref_=ref_ext_clz,,English,,"A charming psychopath tries to coerce a tennis star into his theory that two strangers can commit the perfect crime by exchanging murders—each killing the other’s most-hated person.",1951,1951,,"Strangers on a Train","Warner Bros.","Strangers on a Train",,,9788516062804,"Clássicos do Cinema - Folha",,,,,,DVD,,N/A,1,,,101,,,"Farley Granger | Ruth Roman | Robert Walker","Alfred Hitchcock","Dimitri Tiomkin","Robert Burks","Alfred Hitchcock","Raymond Chandler | Czenzi Ormonde | Whitfield Cook","Mar 17, 2026",2026,"In Collection",,,,491,,,,"Mar 17, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
"US - Approved",Color,USA,Drama,6.2,https://www.imdb.com/title/tt0051028/?ref_=ref_ext_clz,,English,,"A group of disillusioned American expatriate writers live a dissolute, hedonistic lifestyle in 1920's France and Spain.",1957,1957,,"Sun Also Rises","Twentieth Century Fox","The Sun Also Rises",,,,"Cinema Classics",,,,,,DVD,,N/A,1,,,130,,,"Tyrone Power | Ava Gardner | Mel Ferrer","Henry King","Hugo Friedhofer","Leo Tover","Darryl F. Zanuck","Peter Viertel | Ernest Hemingway","Mar 17, 2026",2026,"In Collection",,,,447,,,,"Mar 17, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
"US - G",Color,Italy,"Drama | War",7.3,https://www.imdb.com/title/tt0065782/?ref_=ref_ext_clz,,Italian,,"After World War II, a woman refuses to believe her husband, missing on the Russian front, is dead. Flashbacks reveal their brief courtship and marriage. Years later, she travels to Russia with his photo, determined to find him. What will she discover?",1970,1970,,Sunflower,"AVCO Embassy Pictures",Sunflower,,,9788516071585,"Cine Europeu - Folha",Versatil,"Coleção Folha Cine Europeu",,,,DVD,,N/A,1,,"Region 4",107,,Portuguese,"Sophia Loren | Marcello Mastroianni | Lyudmila Saveleva","Vittorio De Sica","Henry Mancini","Giuseppe Rotunno","Arthur Cohn | Joseph E. Levine | Carlo Ponti","Tonino Guerra | Cesare Zavattini | Giorgi Mdivani","Mar 17, 2026",2026,"In Collection",,,,495,,,,"Mar 17, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
"US - R",Color,USA,"Crime | Drama | Thriller",7.4,https://www.imdb.com/title/tt0134119/?ref_=ref_ext_clz,,English,"The Talented Mr. Ripley","Tom Ripley is a calculating young man who believes it's better to be a fake somebody than a real nobody. Opportunity knocks in the form of a wealthy U.S. shipbuilder who hires Tom to travel to Italy to bring back his playboy son, Dickie. Ripley worms his way into the idyllic lives of Dickie and his girlfriend, plunging into a daring scheme of duplicity, lies and murder.",1999,1999,,"Talentoso Ripley","Paramount Distribution","O Talentoso Ripley",,,7898905308917,,,,,,,DVD,,N/A,1,,,139,,,"Matt Damon | Gwyneth Paltrow | Jude Law","Anthony Minghella","Gabriel Yared | Bernardo Sassetti","John Seale","Steve E. Andrews | Lydia Dean Pilcher | William Horberg","Patricia Highsmith | Anthony Minghella","Mar 16, 2026",2026,"In Collection",,,,282,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - TV-14",Color,USA,"Comedy | Crime | Fantasy | Horror | Mystery | Thriller",8,https://www.imdb.com/title/tt0096708/?ref_=ref_ext_clz,1,English,,"Based on the legendary and gruesome EC Comics from publisher William Gaines, this horror anthology featured stories of murder, the super natural, gore and humor and always had a twist ending of sorts. Some of Hollywood's biggest names took part, either working in front or behind the camera. Hosting duties fell to everyone's favorite decaying corpse, the Crypt Keeper. The success of this series spawned a Saturday morning cartoon series (Tales From the Cryptkeeper), a short lived Saturday morning gameshow on CBS (Secrets of the Cryptkeeper's Haunted House) and lots of merchandise. Two feature films (Demon Knight and Bordello of Blood) were also produced. Two other movies based on the EC Comics (Tales From the Crypt and The Vault of Horror) were released back in 1972 and 1973 respectively. But they are not connected to this series and will not be listed here! Tales from the Crypt has aired on HBO, Fox, in syndication and the Sci-Fi Channel. Most recently, the series has bee",1989,1989,"Tales from the Crypt","Tales From The Crypt: Season 1","Home Box Office (HBO)","Tales From The Crypt: Season 1",,"Dolby Digital Stereo",012569682894,,"Warner Bros.","TV Series","Jul 12, 2005",2005,,DVD,,"Single side, Single layer",2,Digipak,"Region 1",159,"Fullscreen (4:3)","English | English (Closed Captioned) | French | Spanish","John Kassir | Mary Ellen Trainor | Joe Pantoliano","Robert Zemeckis | Mary Lambert | Richard Donner","Nicholas Pike | Alan Silvestri | Joe Renzetti","Richard Bowen | Dean Cundey | Peter Stein","Richard Donner | Joel Silver | David Giler","Steven Dodd | Fred Dekker | A. Whitney Brown","Mar 15, 2026",2026,"In Collection",,,,88,,,,"Mar 15, 2026",0,,,,,,,1,,,Séries,0,,No,,,
"US - TV-14",Color,USA,"Comedy | Crime | Fantasy | Horror | Mystery | Thriller",8,https://www.imdb.com/title/tt0096708/?ref_=ref_ext_clz,1,English,,"Based on the legendary and gruesome EC Comics from publisher William Gaines, this horror anthology featured stories of murder, the super natural, gore and humor and always had a twist ending of sorts. Some of Hollywood's biggest names took part, either working in front or behind the camera. Hosting duties fell to everyone's favorite decaying corpse, the Crypt Keeper. The success of this series spawned a Saturday morning cartoon series (Tales From the Cryptkeeper), a short lived Saturday morning gameshow on CBS (Secrets of the Cryptkeeper's Haunted House) and lots of merchandise. Two feature films (Demon Knight and Bordello of Blood) were also produced. Two other movies based on the EC Comics (Tales From the Crypt and The Vault of Horror) were released back in 1972 and 1973 respectively. But they are not connected to this series and will not be listed here! Tales from the Crypt has aired on HBO, Fox, in syndication and the Sci-Fi Channel. Most recently, the series has bee",1990,1990,"Tales from the Crypt","Tales From The Crypt: Season 2","Home Box Office (HBO)","Tales From The Crypt: Season 2",,"Dolby Digital Stereo",012569682900,,"Warner Bros.","TV Series","Oct 25, 2005",2005,,DVD,,"Single side, Dual layer",3,Digipak,"Region 1",486,"Fullscreen (4:3)","English | English (Closed Captioned) | French | Spanish","John Kassir | Jeffrey Tambor | Demi Moore","Howard Deutch | Chris Walas | Walter Hill","Jay Ferguson | Michel Rubini | David Kitay","Tim Suhrstedt | John R. Leonetti | Robert Draper","Richard Donner | David Giler | Walter Hill","Steven Dodd | Andy Wolk | Jeffrey Price","Mar 15, 2026",2026,"In Collection",,,,87,,,,"Mar 15, 2026",0,,,,,,,1,,,Séries,0,,No,,,
"US - TV-14",Color,USA,"Comedy | Crime | Fantasy | Horror | Mystery | Thriller",8,https://www.imdb.com/title/tt0096708/?ref_=ref_ext_clz,1,English,,"Based on the legendary and gruesome EC Comics from publisher William Gaines, this horror anthology featured stories of murder, the super natural, gore and humor and always had a twist ending of sorts. Some of Hollywood's biggest names took part, either working in front or behind the camera. Hosting duties fell to everyone's favorite decaying corpse, the Crypt Keeper. The success of this series spawned a Saturday morning cartoon series (Tales From the Cryptkeeper), a short lived Saturday morning gameshow on CBS (Secrets of the Cryptkeeper's Haunted House) and lots of merchandise. Two feature films (Demon Knight and Bordello of Blood) were also produced. Two other movies based on the EC Comics (Tales From the Crypt and The Vault of Horror) were released back in 1972 and 1973 respectively. But they are not connected to this series and will not be listed here! Tales from the Crypt has aired on HBO, Fox, in syndication and the Sci-Fi Channel. Most recently, the series has bee",1991,1991,"Tales from the Crypt","Tales From The Crypt: Season 3","Home Box Office (HBO)","Tales From The Crypt: Season 3",,"Dolby Digital Stereo",012569733626,,"Warner Home Video","TV Series","Mar 21, 2006",2006,,DVD,,"Single side, Dual layer",3,"Custom Case","Region 1",400,"Fullscreen (4:3)","English | English (Closed Captioned) | French | Spanish","John Kassir | Bruce Kirby Jr. | Bruce McGill","Michael J. Fox | Russell Mulcahy | Stephen Hopkins","Peter Allen | Brian May | Alan Silvestri","Levie Isaacks | Robert Draper | Rick Bota","Gilbert Adler | Richard Donner | David Giler","Steven Dodd | William M. Gaines | Scott Alexander","Mar 15, 2026",2026,"In Collection",,,,86,,,,"Mar 15, 2026",0,,,,,,,1,,,Séries,0,,No,,,
"US - TV-14",Color,USA,"Comedy | Crime | Fantasy | Horror | Mystery | Thriller",8,https://www.imdb.com/title/tt0096708/?ref_=ref_ext_clz,1,English,,"Based on the legendary and gruesome EC Comics from publisher William Gaines, this horror anthology featured stories of murder, the super natural, gore and humor and always had a twist ending of sorts. Some of Hollywood's biggest names took part, either working in front or behind the camera. Hosting duties fell to everyone's favorite decaying corpse, the Crypt Keeper. The success of this series spawned a Saturday morning cartoon series (Tales From the Cryptkeeper), a short lived Saturday morning gameshow on CBS (Secrets of the Cryptkeeper's Haunted House) and lots of merchandise. Two feature films (Demon Knight and Bordello of Blood) were also produced. Two other movies based on the EC Comics (Tales From the Crypt and The Vault of Horror) were released back in 1972 and 1973 respectively. But they are not connected to this series and will not be listed here! Tales from the Crypt has aired on HBO, Fox, in syndication and the Sci-Fi Channel. Most recently, the series has bee",1992,1992,"Tales from the Crypt","Tales From The Crypt: Season 4","Home Box Office (HBO)","Tales From The Crypt: Season 4",,"Dolby Digital Stereo",012569753853,,"Warner Home Video","TV Series","Jul 25, 2006",2006,,DVD,,"Single side, Dual layer",3,"Custom Case","Region 1",380,"Fullscreen (4:3)","English | English (Closed Captioned) | French | Spanish","John Kassir | Raymond J. Barry | Meat Loaf","Stephen Hopkins | Elliot Silverstein | Tom Holland","Michael Kamen | Jay Ferguson | Alan Silvestri","Rick Bota | John R. Leonetti | Gary B. Kibbe","Gilbert Adler | Richard Donner | David Giler","Steven Dodd | William M. Gaines | Terry Black","Mar 15, 2026",2026,"In Collection",,,,85,,,,"Mar 15, 2026",0,,,,,,,1,,,Séries,0,,No,,,
"US - TV-14",Color,USA,"Comedy | Crime | Fantasy | Horror | Mystery | Thriller",8,https://www.imdb.com/title/tt0096708/?ref_=ref_ext_clz,1,English,,"Based on the legendary and gruesome EC Comics from publisher William Gaines, this horror anthology featured stories of murder, the super natural, gore and humor and always had a twist ending of sorts. Some of Hollywood's biggest names took part, either working in front or behind the camera. Hosting duties fell to everyone's favorite decaying corpse, the Crypt Keeper. The success of this series spawned a Saturday morning cartoon series (Tales From the Cryptkeeper), a short lived Saturday morning gameshow on CBS (Secrets of the Cryptkeeper's Haunted House) and lots of merchandise. Two feature films (Demon Knight and Bordello of Blood) were also produced. Two other movies based on the EC Comics (Tales From the Crypt and The Vault of Horror) were released back in 1972 and 1973 respectively. But they are not connected to this series and will not be listed here! Tales from the Crypt has aired on HBO, Fox, in syndication and the Sci-Fi Channel. Most recently, the series has bee",1993,1993,"Tales from the Crypt","Tales From The Crypt: Season 5","Home Box Office (HBO)","Tales From The Crypt: Season 5",,"Dolby Digital Stereo",012569753938,,"Warner Home Video","TV Series","Oct 31, 2006",2006,,DVD,,"Single side, Dual layer",3,"Custom Case","Region 1",355,"Fullscreen (4:3)","French | Spanish","John Kassir | Yvonne De Carlo | Michael J. Pollard","Uli Edel | Gilbert Adler | Kyle MacLachlan","Christopher Franke | Michael Kamen | Jay Ferguson","Rick Bota | John R. Leonetti | Levie Isaacks","Gilbert Adler | Richard Donner | David Giler","Steven Dodd | Ron Finley | Gilbert Adler","Mar 15, 2026",2026,"In Collection",,,,84,,,,"Mar 15, 2026",0,,,,,,,1,,,Séries,0,,No,,,
"US - TV-14",Color,USA,"Comedy | Crime | Fantasy | Horror | Mystery | Thriller",8,https://www.imdb.com/title/tt0096708/?ref_=ref_ext_clz,1,English,,"Based on the legendary and gruesome EC Comics from publisher William Gaines, this horror anthology featured stories of murder, the super natural, gore and humor and always had a twist ending of sorts. Some of Hollywood's biggest names took part, either working in front or behind the camera. Hosting duties fell to everyone's favorite decaying corpse, the Crypt Keeper. The success of this series spawned a Saturday morning cartoon series (Tales From the Cryptkeeper), a short lived Saturday morning gameshow on CBS (Secrets of the Cryptkeeper's Haunted House) and lots of merchandise. Two feature films (Demon Knight and Bordello of Blood) were also produced. Two other movies based on the EC Comics (Tales From the Crypt and The Vault of Horror) were released back in 1972 and 1973 respectively. But they are not connected to this series and will not be listed here! Tales from the Crypt has aired on HBO, Fox, in syndication and the Sci-Fi Channel. Most recently, the series has bee",1995,1995,"Tales from the Crypt","Tales From The Crypt: Season 6","Home Box Office (HBO)","Tales From The Crypt: Season 6",,"Dolby Digital Stereo",012569754010,,"Warner Home Video","TV Series","Jul 24, 2007",2007,,DVD,,"Single side, Dual layer",3,"Custom Case","Region 1",381,"Fullscreen (4:3)","English (Closed Captioned) | Spanish","John Kassir | Hank Azaria | R. Lee Ermey","Larry Wilson | Elliot Silverstein | Rodman Flender","Jay Ferguson | Frank Becker | Nicholas Pike","Rick Bota | Levie Isaacks | Christopher Faloona","Gilbert Adler | Alexander B. Collett | Richard Donner","Steven Dodd | William M. Gaines | Colman deKay","Mar 15, 2026",2026,"In Collection",,,,82,,,,"Mar 15, 2026",0,,,,,,,1,,,Séries,0,,No,,,
"US - TV-14",Color,USA,"Comedy | Crime | Fantasy | Horror | Mystery | Thriller",8,https://www.imdb.com/title/tt0096708/?ref_=ref_ext_clz,1,English,,"Based on the legendary and gruesome EC Comics from publisher William Gaines, this horror anthology featured stories of murder, the super natural, gore and humor and always had a twist ending of sorts. Some of Hollywood's biggest names took part, either working in front or behind the camera. Hosting duties fell to everyone's favorite decaying corpse, the Crypt Keeper. The success of this series spawned a Saturday morning cartoon series (Tales From the Cryptkeeper), a short lived Saturday morning gameshow on CBS (Secrets of the Cryptkeeper's Haunted House) and lots of merchandise. Two feature films (Demon Knight and Bordello of Blood) were also produced. Two other movies based on the EC Comics (Tales From the Crypt and The Vault of Horror) were released back in 1972 and 1973 respectively. But they are not connected to this series and will not be listed here! Tales from the Crypt has aired on HBO, Fox, in syndication and the Sci-Fi Channel. Most recently, the series has bee",1996,1996,"Tales from the Crypt","Tales From The Crypt: Season 7","Home Box Office (HBO)","Tales From The Crypt: Season 7",,"Dolby Digital Stereo",012569754096,,"Warner Home Video","TV Series","Oct 23, 2007",2007,,DVD,,"Single side, Dual layer",3,"Custom Case","Region 1",343,"Fullscreen (4:3)","English (Closed Captioned) | Spanish","John Kassir | Ciarán Hinds | Eddie Izzard","Robin Bextor | Brian Helgeland | Thomas E. Sanders","Jay Ferguson | J. Peter Robinson | Frank Becker","Christopher Faloona | Robin Vidgeon | Alan Hume","Michael Hirsh | Gilbert Adler | Richard Donner","Steven Dodd | Scott Nimerfro | Gilbert Adler","Mar 15, 2026",2026,"In Collection",,,,83,,,,"Mar 15, 2026",0,,,,,,,1,,,Séries,0,,No,,,
"US - R",Color,Spain,"Drama | Mystery | Romance",7.9,https://www.imdb.com/title/tt0287467/?ref_=ref_ext_clz,,Spanish,,"Two men share an odd friendship while they care for two women who are both in deep comas.",2002,2002,,"Talk To Her","Sony Pictures Classics","Talk To Her",,,7896012220290,Almodovar,,,,,,DVD,,N/A,1,,,112,,,"Javier Cámara | Darío Grandinetti | Leonor Watling","Pedro Almodóvar","Alberto Iglesias","Javier Aguirresarobe","Agustin Almodovar | Michel Ruben","Pedro Almodóvar","Mar 17, 2026",2026,"In Collection",,,,446,,,,"Mar 17, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
"US - R",Color,Germany,"Drama | War",7.4,https://www.imdb.com/title/tt0078875/?ref_=ref_ext_clz,,German,"Die Blechtrommel","Oskar Matzerath is a very unusual boy. Refusing to leave the womb until promised a tin drum by his mother, Agnes, Oskar is reluctant to enter a world he sees as filled with hypocrisy and injustice, and vows on his third birthday to never grow up. Miraculously, he gets his wish. As the Nazis rise to power in Danzig, Oskar wills himself to remain a child, beating his tin drum incessantly and screaming in protest at the chaos surrounding him.",1979,1979,,Tambor,"New World Pictures","O Tambor",,"Dolby Digital 5.1 [] | Dolby Digital 5.1 [German] | Dolby Surround [German]",4006680017662,,"Kinowelt Home Entertainment/DVD",,1979,1979,,DVD,,"Single side, Dual layer",1,"Keep Case","Region 1",142,"Widescreen (1.66:1) | Widescreen (16:9)","German | German (Closed Captioned)","Mario Adorf | Angela Winkler | David Bennent","Volker Schlöndorff","Maurice Jarre | Friedrich Meyer","Igor Luther","Roger Corman | Anatole Dauman | Eberhard Junkersdorf","Günter Grass | Jean-Claude Carriere | Volker Schlöndorff","Mar 16, 2026",2026,"In Collection",,,,384,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
,Color,,,,,,,,,,,,"Tangos e Tragédias na Praça da Matriz",,"Tangos e Tragédias na Praça da Matriz",,,7891916631340,,,,,,,,,N/A,0,,,0,,,,,,,,,"Mar 16, 2026",2026,"In Collection",,,,152,,,,"Mar 16, 2026",0,,,,,,,1,,,Música,0,,No,,,
"US - Approved","Black & White",USA,"Drama | Romance",8.1,https://www.imdb.com/title/tt0041452/?ref_=ref_ext_clz,,English,"The Heiress","In 1840s New York, the uneventful and boring days of the daughter of a wealthy doctor come to an end when she meets a dashing poorer man — who may or may not be after her inheritance.",1949,1949,,"Tarde Demais","Paramount Pictures","Tarde Demais",,,7895233180604,,,,,,,DVD,,N/A,1,,,115,,,"Olivia de Havilland | Montgomery Clift | Ralph Richardson","William Wyler","Aaron COPLAND","Leo Tover","Lester Koenig | Robert Wyler | William Wyler","Ruth Goetz | Augustus Goetz | Henry James","Mar 16, 2026",2026,"In Collection",,,,295,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - Approved","Black & White",USA,"Action | Adventure | Romance",7.2,https://www.imdb.com/title/tt0025862/?ref_=ref_ext_clz,,English,,"Harry Holt returns to Africa with his friend Martin Arlington to head up a large ivory expedition.",1934,1934,,"Tarzan and His Mate","Metro-Goldwyn-Mayer (MGM)","Tarzan and His Mate",,,,"Tarzan Collection",,,,,,DVD,,N/A,1,,,104,,,"Johnny Weissmuller | Maureen O'Sullivan | Neil Hamilton","Cedric Gibbons | James C. McKay | Jack Conway",,"Charles G. Clarke | Clyde De Vinna","Bernard H. Hyman","Edgar Rice Burroughs | James Kevin McGuinness | Howard Emmett Rogers","Mar 16, 2026",2026,"In Collection",,,,403,,,,"Mar 17, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
"US - Approved","Black & White",USA,"Action | Adventure | Family | Romance",6.5,https://www.imdb.com/title/tt0028345/?ref_=ref_ext_clz,,English,,"White hunter Captain Fry tries to take Tarzan back to civilization, caged for public display. He arrives in the jungle with Jane's cousins, Eric and Rita, who want Jane's help in claiming a fortune left her.",1936,1936,,"Tarzan Escapes","Metro-Goldwyn-Mayer (MGM)","Tarzan Escapes",,,,"Tarzan Collection",,,,,,DVD,,N/A,1,,,89,,,"Johnny Weissmuller | Maureen O'Sullivan | John Buckler","Richard Thorpe | John Farrow | James C. McKay",,"Leonard Smith","Jack Cummings | Phil Goldstone | Bernard H. Hyman","Cyril Hume | Edgar Rice Burroughs | Jack Cummings","Mar 16, 2026",2026,"In Collection",,,,402,,,,"Mar 17, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
"US - Approved","Black & White",USA,"Action | Adventure | Family | Romance",6.5,https://www.imdb.com/title/tt0032007/?ref_=ref_ext_clz,,English,,"A young couple die in a plane crash in the jungle. Their son is found by Tarzan and Jane who name him Boy and raise him as their own. Five years later a search party comes to find the young heir to millions of dollars. Jane agrees, against Tarzan's will, to lead them to civilization.",1939,1939,,"Tarzan Finds a Son!","Metro-Goldwyn-Mayer (MGM)","Tarzan Finds a Son!",,,,"Tarzan Collection",,,,,,DVD,,N/A,1,,,82,,,"Johnny Weissmuller | Maureen O'Sullivan | Johnny Sheffield","Richard Thorpe",,"Leonard Smith","Sam Zimbalist","Cyril Hume | Edgar Rice Burroughs","Mar 16, 2026",2026,"In Collection",,,,404,,,,"Mar 17, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
"US - Passed","Black & White",USA,"Action | Adventure | Romance",6.9,https://www.imdb.com/title/tt0023551/?ref_=ref_ext_clz,,English,,"James Parker and Harry Holt are on an expedition in Africa in search of the elephant burial grounds that will provide enough ivory to make them rich. Parker's beautiful daughter Jane arrives unexpectedly to join them. Jane is terrified when Tarzan and his ape friends abduct her, but when she returns to her father's expedition she has second thoughts about leaving Tarzan.",1932,1932,,"Tarzan the Ape Man","Metro-Goldwyn-Mayer (MGM)","Tarzan the Ape Man",,,,"Tarzan Collection",,,,,,DVD,,N/A,1,,,100,,,"Johnny Weissmuller | Neil Hamilton | C. Aubrey Smith","W.S. Van Dyke",,"Clyde De Vinna | Harold Rosson","Bernard H. Hyman | Irving Thalberg","Edgar Rice Burroughs | Cyril Hume | Ivor Novello","Mar 16, 2026",2026,"In Collection",,,,401,,,,"Mar 17, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
"US - Approved","Black & White",USA,"Action | Adventure",6.5,https://www.imdb.com/title/tt0035419/?ref_=ref_ext_clz,,English,,"Circus owner Buck Rand kidnaps Boy to perform in his show. He forces a pilot to fly him, Boy and his animal trainer out of the jungle. Tarzan and Jane follow them to New York.",1942,1942,,"Tarzan's New York Adventure","Metro-Goldwyn-Mayer (MGM)","Tarzan's New York Adventure",,,,"Tarzan Collection",,,,,,DVD,,N/A,1,,,71,,,"Johnny Weissmuller | Maureen O'Sullivan | Johnny Sheffield","Richard Thorpe","David Snell","Sidney Wagner","Frederick Stephani","William R. Lipman | Myles Connolly | Edgar Rice Burroughs","Mar 16, 2026",2026,"In Collection",,,,406,,,,"Mar 17, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
