"Audience Rating",Color,Country,Genres,"IMDb Rating","IMDb Url","Is TV Series",Language,"Original Title",Plot,"Release Date","Release Year",Series,"Sort Title",Studios,Title,"Title Extension","Audio Tracks",Barcode,"Box Set",Distributor,Edition,"Edition Release Date","Edition Release Year",Extras,Format,HDR,Layers,"Nr Discs",Packaging,Regions,Runtime,"Screen Ratios",Subtitles,Actor,Director,Musician,Photography,Producer,Writer,"Added Date","Added Year","Collection Status",Condition,"Current Value",Features,Index,"Last Watched Date","Last Watched Where",Location,"Modified Date","My Rating",Notes,Owner,"Purchase Date","Purchase Price","Purchase Store","Purchase Year",Quantity,"Storage Device","Storage Slot",Tags,"Watch Count","Watch Year",Watched,"Due Date","Loan Date","Loaned To"
,Color,,"Documentary | Music",,,,,,"The atmosphere of GOTAN PROJECT's live performance at the CASINO DE PARIS has been captured here in High Definition for your enjoyment by the award winning music filmmaker Fabien Raymond. For the past decade, GOTAN PROJECT have been taking their music to tango lovers around the world. A GOTAN PROJECT show is a total sensual experience, enhanced by the stunningly evocative visuals of Prisca Lobjoy, whose work as GOTAN PROJECT's artistic director has played an integral part in shaping the GOTAN aesthetic right from the start. Lobjoy's stage visuals offer the viewer a landscape rich with fragmented, abstracted images that literally pulse with the music as if caught in the dance. We see dancers fall from the sky, a golden girl swings back and forth, surreal fairy tales unfold before one's eyes.","Jan 11, 2011",2011,,"Gotan Project: Tango 3.0 Live at The Casino de Paris",,"Gotan Project: Tango 3.0 Live at The Casino de Paris",,,7891430068493,,,,,,,DVD,,N/A,1,,,103,,,"Gotan Project","Fabien Raymond",,,,,"Mar 16, 2026",2026,"In Collection",,,,108,,,,"Mar 16, 2026",0,,,,,,,1,,,Música,0,,No,,,
"US - R",Color,USA,"Comedy | Drama",8.1,https://www.imdb.com/title/tt2278388/?ref_=ref_ext_clz,,English,,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",2014,2014,,"Grand Budapest Hotel","Fox Searchlight Pictures","The Grand Budapest Hotel",,,7898512984351,,,,,,,DVD,,N/A,1,,,99,,,"Ralph Fiennes | F. Murray Abraham | Mathieu Amalric","Wes Anderson","Alexandre Desplat","Robert D. Yeoman","Wes Anderson | Eli Bush | Molly Cooper","Stefan Zweig | Wes Anderson | Hugo Guinness","Mar 16, 2026",2026,"In Collection",,,,366,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - Approved","Black & White",USA,"Drama | Romance",7.3,https://www.imdb.com/title/tt0022958/?ref_=ref_ext_clz,,English,,"Guests at a posh Berlin hotel struggle through worry, scandal, and heartache.",1932,1932,,"Grand Hotel","Metro-Goldwyn-Mayer (MGM)","Grand Hotel",,,9788516062828,"Clássicos do Cinema - Folha",,,,,,DVD,,N/A,1,,,112,,,"Greta Garbo | John Barrymore | Joan Crawford","Edmund Goulding","Charles Maxwell","William H. Daniels","Irving Thalberg","Vicki Baum | William Absalom Drake | B. Balash","Mar 17, 2026",2026,"In Collection",,,,464,,,,"Mar 17, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
"US - Approved","Black & White",USA,"Adventure | Film Noir | Romance | Thriller | War",6.6,https://www.imdb.com/title/tt0038417/?ref_=ref_ext_clz,,English,"Cloak and Dagger","Italian partisans help a professor sent by the OSS to find an atomic scientist held by Nazis.",1946,1946,,"Grande Segredo","United States Pictures","O Grande Segredo",,,7898366213522,,,,,,,DVD,,N/A,1,,,106,,,"Gary Cooper | Robert Alda | Lilli Palmer","Fritz Lang","Max Steiner","Sol Polito","Milton Sperling","Albert Maltz | Ring Lardner Jr. | Boris Ingster","Mar 16, 2026",2026,"In Collection",,,,176,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
,Color,Brazil,Western,8.4,https://www.imdb.com/title/tt0227904/?ref_=ref_ext_clz,,Portuguese,,"""Grande Sertão: Veredas"" é o compacto do clássico exibido pela TV em 1985 que retratou um dos mais aclamados e reconhecidos livros da obra literária de Guimarães Rosa. No romance, Riobaldo narra sua vida de jagunço: são histórias de disputas, vinganças, longas viagens, amores e mortes vistas e vividas pelo ex-jagunço nos vários anos que este andou por Minas, Goiás e sul da Bahia. Riobaldo era um dos que percorriam o sertão abrindo o caminho à bala. Entre seus companheiros, havia um que muito lhe agradava e por quem cultivava uma espécie de amor secreto: Reinaldo, ou Diadorim. Nas longas tramas e aventuras dos jagunços, Riobaldo conhece um dos seus heróis: o chefe Joca Ramiro. Ramiro é traído e assassinado por Hermógenes, um dos seus companheiros. Riobaldo começa então uma longa trajetória de vingança.","Dec 12, 1985",1985,,"Grande Sertão: Veredas",,"Grande Sertão: Veredas",,,7891430049690,,,,,,,DVD,,N/A,1,,,844,,,"Bruna Lombardi | Eduardo Abbas | Bentinho","Walter Avancini","Júlio Medaglia",,"Walter Avancini | Luiz Carlos Laborda","Walter Avancini | José Antônio de Souza | Walter George Durst","Mar 16, 2026",2026,"In Collection",,,,296,,,,"Mar 16, 2026",0,,,,,,,1,,,Séries,0,,No,,,
"US - Approved","Black & White",USA,"Comedy | Drama | War",8.4,https://www.imdb.com/title/tt0032553/?ref_=ref_ext_clz,,English,,"Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.",1940,1940,,"Great Dictator","United Artists","The Great Dictator",,,9788581930053,"Charles Chaplin - Folha",,,,,,DVD,,N/A,1,,,125,,,"Charlie Chaplin | Jack Oakie | Reginald Gardiner","Charlie Chaplin","Charlie Chaplin | Meredith Willson","Karl Struss | Roland Totheroh","Charlie Chaplin | Carter DeHaven","Charlie Chaplin","Mar 17, 2026",2026,"In Collection",,,,477,,,,"Mar 17, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
,Color,,,,,,,,,,,,"Grupo Corpo - Bach",,"Grupo Corpo - Bach",,,7890552056340,,,,,,,,,N/A,0,,,0,,,,,,,,,"Mar 16, 2026",2026,"In Collection",,,,151,,,,"Mar 16, 2026",0,,,,,,,1,,,Música,0,,No,,,
,Color,,,,,,,,,,,,"Grupo Corpo - Benguelê",,"Grupo Corpo - Benguelê",,,,,,,,,,,,N/A,0,,,0,,,,,,,,,"Mar 16, 2026",2026,"In Collection",,,,165,,,,"Mar 16, 2026",0,,,,,,,1,,,Música,0,,No,,,
,Color,,,,,,,,,,,,"Grupo Corpo - Nazareth",,"Grupo Corpo - Nazareth",,,,,,,,,,,,N/A,0,,,0,,,,,,,,,"Mar 16, 2026",2026,"In Collection",,,,166,,,,"Mar 16, 2026",0,,,,,,,1,,,Música,0,,No,,,
,Color,,,,,,,,,,,,"Grupo Corpo - Sem Mim",,"Grupo Corpo - Sem Mim",,,,,,,,,,,,N/A,0,,,0,,,,,,,,,"Mar 16, 2026",2026,"In Collection",,,,167,,,,"Mar 16, 2026",0,,,,,,,1,,,Música,0,,No,,,
,Color,,Ballet,,,,English,,,,,,"Grupo Corpo Brazilian Dance Theatre",Kultur,"Grupo Corpo Brazilian Dance Theatre",,"Dolby Digital Stereo [English] | Stereo [English]",032031291393,,Kultur,,"Oct 26, 2004",2004,,DVD,,N/A,1,"Keep Case","Region 1",0,"Fullscreen (4:3)",,,,,,,,"Mar 16, 2026",2026,"In Collection",,,,150,,,,"Mar 16, 2026",0,,,,,,,1,,,Música,0,,No,,,
,Color,,,,,,,,,,,,"Guga Stroeter e HB Jazz Combo - Siraguaya",,"Guga Stroeter e HB Jazz Combo - Siraguaya",,,7898369068037,,,,,,,,,N/A,0,,,0,,,,,,,,,"Mar 16, 2026",2026,"In Collection",,,,123,,,,"Mar 16, 2026",0,,,,,,,1,,,Música,0,,No,,,
,Color,,,,,,,,,,,,"Harry Connick Jr & Brandford Marsalis - A Duo Occasion",,"Harry Connick Jr & Brandford Marsalis - A Duo Occasion",,,874946000093,,,,,,,,,N/A,0,,,0,,,,,,,,,"Mar 16, 2026",2026,"In Collection",,,,141,,,,"Mar 16, 2026",0,,,,,,,1,,,Música,0,,No,,,
"US - PG",Color,UK,"Adventure | Family | Fantasy | Mystery",7.5,https://www.imdb.com/title/tt0295297/?ref_=ref_ext_clz,,English,,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione's magical abilities and courage.",2002,2002,,"Harry Potter and the Chamber of Secrets","Warner Bros.","Harry Potter and the Chamber of Secrets",,,,"Harry Potter: Years 1-4",,,,,,DVD,,N/A,1,,,161,,,"Daniel Radcliffe | Rupert Grint | Emma Watson","Chris Columbus","John Williams","Roger Pratt","Michael Barnathan | David Barron | Chris Columbus","J.K. Rowling | Steve Kloves","Mar 15, 2026",2026,"In Collection",,,,18,,,,"Mar 15, 2026",0,,,,,,,1,,,"Doar? | Filmes",0,,No,,,
"US - PG-13",Color,UK,"Adventure | Family | Fantasy | Mystery",7.7,https://www.imdb.com/title/tt0926084/?ref_=ref_ext_clz,,English,,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",2010,2010,,"Harry Potter and the Deathly Hallows: Part 1","Warner Bros.","Harry Potter and the Deathly Hallows: Part 1",,,7892110118903,,,,,,,DVD,,N/A,1,,,146,,,"Bill Nighy | Emma Watson | Richard Griffiths","David Yates","Alexandre Desplat","Eduardo Serra","David Barron | David Heyman | Tim Lewis","Steve Kloves | J.K. Rowling","Mar 15, 2026",2026,"In Collection",,,,22,,,,"Mar 15, 2026",0,,,,,,,1,,,"Doar? | Filmes",0,,No,,,
"US - PG-13",Color,UK,"Adventure | Family | Fantasy | Mystery",7.7,https://www.imdb.com/title/tt0330373/?ref_=ref_ext_clz,,English,,"When his name emerges from the Goblet of Fire, Harry Potter becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons, and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.",2005,2005,,"Harry Potter and the Goblet of Fire","Warner Bros.","Harry Potter and the Goblet of Fire",,,,"Harry Potter: Years 1-4",,,,,,DVD,,N/A,1,,,157,,,"Eric Sykes | Timothy Spall | David Tennant","Mike Newell","Patrick Doyle","Roger Pratt","David Barron | Chris Carreras | David Heyman","Steve Kloves | J.K. Rowling","Mar 15, 2026",2026,"In Collection",,,,20,,,,"Mar 15, 2026",0,,,,,,,1,,,"Doar? | Filmes",0,,No,,,
"US - PG",Color,UK,"Action | Adventure | Family | Fantasy | Mystery",7.6,https://www.imdb.com/title/tt0417741/?ref_=ref_ext_clz,,English,,"As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again.",2009,2009,,"Harry Potter and the Half-Blood Prince","Warner Bros.","Harry Potter and the Half-Blood Prince",,"Dolby Digital 5.1 [English] | Dolby Digital 5.1 [Portuguese] | Dolby Digital 5.1 [Spanish]",7892110067430,,"Warner Bros.","Two-Disc Limited Special Edition Digital Copy","Dec 19, 2009",2009,,DVD,,N/A,2,"Keep Case","Region 4",153,,"English | Portuguese | Spanish","Daniel Radcliffe | Michael Gambon | Dave Legeno","David Yates","Nicholas Hooper","Bruno Delbonnel","David Barron | David Heyman | Tim Lewis","Steve Kloves | J.K. Rowling","Mar 15, 2026",2026,"In Collection",,,,24,,,,"Mar 15, 2026",0,,,,,,,1,,,"Doar? | Filmes",0,,No,,,
"US - PG-13",Color,UK,"Action | Adventure | Family | Fantasy | Mystery",7.5,https://www.imdb.com/title/tt0373889/?ref_=ref_ext_clz,,English,,"Returning for his fifth year at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of motivated students to defend themselves against the Dark Arts.",2007,2007,,"Harry Potter and the Order of the Phoenix","Warner Bros.","Harry Potter and the Order of the Phoenix",,,7892110052214,,,,,,,DVD,,N/A,1,,,138,,,"Daniel Radcliffe | Harry Melling | Jason Boyd","David Yates","Nicholas Hooper","Slawomir Idziak","David Barron | David Heyman | Tim Lewis","Michael Goldenberg | J.K. Rowling","Mar 15, 2026",2026,"In Collection",,,,25,,,,"Mar 15, 2026",0,,,,,,,1,,,"Doar? | Filmes",0,,No,,,
"US - PG",Color,UK,"Adventure | Family | Fantasy | Mystery",7.9,https://www.imdb.com/title/tt0304141/?ref_=ref_ext_clz,,English,,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.",2004,2004,,"Harry Potter and the Prisoner of Azkaban","Warner Bros.","Harry Potter and the Prisoner of Azkaban",,,,"Harry Potter: Years 1-4",,,,,,DVD,,N/A,1,,,142,,,"Daniel Radcliffe | Richard Griffiths | Pam Ferris","Alfonso Cuarón","John Williams","Michael Seresin","Michael Barnathan | Chris Carreras | Chris Columbus","J.K. Rowling | Steve Kloves","Mar 15, 2026",2026,"In Collection",,,,19,,,,"Mar 15, 2026",0,,,,,,,1,,,"Doar? | Filmes",0,,No,,,
"US - PG",Color,UK,"Adventure | Family | Fantasy",7.7,https://www.imdb.com/title/tt0241527/?ref_=ref_ext_clz,,English,,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",2001,2001,,"Harry Potter and the Sorcerer's Stone","Warner Bros.","Harry Potter and the Sorcerer's Stone",,,,"Harry Potter: Years 1-4",,,,,,DVD,,N/A,1,,,152,,,"Richard Harris | Maggie Smith | Robbie Coltrane","Chris Columbus","John Williams","John Seale","Todd Arnow | Michael Barnathan | Chris Columbus","J.K. Rowling | Steve Kloves","Mar 15, 2026",2026,"In Collection",,,,17,,,,"Mar 15, 2026",0,,,,,,,1,,,"Doar? | Filmes",0,,No,,,
"US - R",Color,UK,"Adventure | Animation | Fantasy | Science Fiction",6.6,https://www.imdb.com/title/tt0082509/?ref_=ref_ext_clz,,English,,"The embodiment of ultimate evil, a glowing orb terrorizes a young girl with bizarre stories of dark fantasy, eroticism and horror.",1981,1981,,"Heavy Metal","Columbia Pictures","Heavy Metal",,"Dolby Digital 5.1 [English] | Dolby Digital Mono [Spanish] | Dolby Digital Surround [French] | Dolby Digital Surround [German] | Dolby Digital Surround [Italian]",5035822015838,,"Columbia TriStar","A Widescreen Presentation","Dec 13, 1999",1999,,DVD,,"Single side, Dual layer",1,"Keep Case","Region 2",86,"Anamorphic Widescreen (1.85:1) | Widescreen (1.85:1)","Arabic | Czech | Danish | Dutch | English | Finnish | French | German | Greek | Hebrew | Hindi | Hungarian | Icelandic | Italian | Norwegian | Polish | Portuguese | Spanish | Swedish | Turkish","Don Francks | Caroline Semple | Richard Romanus","Gerald Potterton | John Bruno | John Halas","Elmer Bernstein",,"Vic Atkinson | John Coates | Michael C. Gross","Daniel Goldberg | Len Blum | Dan O'Bannon","Mar 16, 2026",2026,"In Collection",,,,236,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - Approved","Black & White",USA,"Crime | Drama | Thriller",7.9,https://www.imdb.com/title/tt0031867/?ref_=ref_ext_clz,,English,"The Roaring Twenties","After World War I, Armistice Lloyd Hart goes back to practice law, former saloon keeper George Hally turns to bootlegging, and out-of-work Eddie Bartlett becomes a cab driver. Eddie builds a fleet of cabs through delivery of bootleg liquor and hires Lloyd as his lawyer. George becomes Eddie's partner and the rackets flourish until love and rivalry interfere.",1939,1939,,"Heróis Esquecidos","Warner Bros.","Heróis Esquecidos",,"Dolby Digital Mono [English]",012569690820,,"Warner Bros.",Gangsters,"Jan 25, 2005",2005,,DVD,,"Single side, Dual layer",1,"Keep Case","Region 1",106,,"English | French | Spanish","James Cagney | Priscilla Lane | Humphrey Bogart","Raoul Walsh","Ray Heindorf | Heinz Roemheld","Ernest Haller","Samuel Bischoff | Mark Hellinger | Hal B. Wallis","Jerry Wald | Richard Macaulay | Robert Rossen","Mar 16, 2026",2026,"In Collection",,,,383,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - Not Rated",Color,Japan,"Crime | Drama | Mystery | Thriller",8.4,https://www.imdb.com/title/tt0057565/?ref_=ref_ext_clz,,Japanese,,"A Yokohama shoe executive faces a wrenching choice when kidnappers mistakenly seize his chauffeur’s son but demand the ransom anyway.",1963,1963,,"High and Low","Continental Distributing","High and Low",,,7896748211661,"Akira Kurosawa",,,,,,DVD,,N/A,1,,,143,,,"Toshirô Mifune | Tatsuya Nakadai | Kyôko Kagawa","Akira Kurosawa","Masaru Satô","Asakazu Nakai | Takao Saitô","Ryuzo Kikushima | Akira Kurosawa | Tomoyuki Tanaka","Hideo Oguni | Ryuzo Kikushima | Eijirô Hisaita","Mar 17, 2026",2026,"In Collection",,,,461,,,,"Mar 17, 2026",0,,,,,,,1,,,Boxes,0,,No,,,
"US - PG-13",Color,UK,"Biography | Drama | Romance",6.8,https://www.imdb.com/title/tt0975645/?ref_=ref_ext_clz,,English,,"Following his great success with ""North by Northwest,"" director Alfred Hitchcock makes a daring choice for his next project: an adaptation of Robert Bloch's novel ""Psycho."" When the studio refuses to back the picture, Hitchcock decides to pay for it himself in exchange for a percentage of the profits. His wife, Alma Reville, has serious reservations about the film but supports him nonetheless. Still, the production strains the couple's marriage.",2012,2012,,Hitchcock,"Fox Searchlight Pictures",Hitchcock,,,7898512981886,,,,,,,DVD,,N/A,1,,,98,,,"Anthony Hopkins | Helen Mirren | Scarlett Johansson","Sacha Gervasi","Danny Elfman","Jeff Cronenweth","Alan Barnette | Ali Bell | Jeffrey Harlacker","John J. McLaughlin | Stephen Rebello","Mar 16, 2026",2026,"In Collection",,,,329,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - Approved",Color,USA,"Drama | Western",6.2,https://www.imdb.com/title/tt0048248/?ref_=ref_ext_clz,,English,"The Kentuckian","A frontiersman and his son fight to build a new home in Texas.",1955,1955,,"Homem até o Fim","United Artists","Homem até o Fim",,,7898234400764,,,,,,,DVD,,N/A,1,,,104,,,"Burt Lancaster | Dianne Foster | Diana Lynn","Burt Lancaster","Bernard Herrmann | Roy Webb","Ernest Laszlo","Harold Hecht | James Hill","A.B. Guthrie Jr. | Felix Holt","Mar 16, 2026",2026,"In Collection",,,,271,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
,Color,Japan,Drama,7.5,https://www.imdb.com/title/tt0051955/?ref_=ref_ext_clz,,Japanese,"Muhômatsu no isshô","A poor rickshaw driver finds himself helping a young woman and her son after the woman's husband dies suddenly.",1958,1958,,"Homem do Riquixá","Cory Film Corporation","O Homem do Riquixá",,,7895233182707,,,,,,,DVD,,N/A,1,,,103,,,"Toshirô Mifune | Hideko Takamine | Hiroshi Akutagawa","Hiroshi Inagaki","Ikuma Dan","Kazuo Yamada","Tomoyuki Tanaka","Hiroshi Inagaki | Mansaku Itami | Shunsaku Iwashita","Mar 16, 2026",2026,"In Collection",,,,326,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - Approved","Black & White",USA,Western,7.3,https://www.imdb.com/title/tt0051087/?ref_=ref_ext_clz,,English,"The Tin Star","An experienced bounty hunter helps a young sheriff learn the meaning of his badge.",1957,1957,,"Homem dos Olhos Frios","Paramount Pictures","O Homem dos Olhos Frios",,,7898925908876,,,,,,,DVD,,N/A,1,,,93,,,"Henry Fonda | Anthony Perkins | Betsy Palmer","Anthony Mann","Elmer Bernstein","Loyal Griggs","Gordon Cornell Layne | William Perlberg | George Seaton","Dudley Nichols | Barney Slater | Joel Kane","Mar 16, 2026",2026,"In Collection",,,,226,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - Approved","Black & White",USA,"Crime | Drama",9,https://www.imdb.com/title/tt0050083/?ref_=ref_ext_clz,,English,"12 Angry Men","The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other.",1957,1957,,"Homens e uma Sentença","United Artists","12 Homens e uma Sentença",,,7896012219782,,,,,,,DVD,,N/A,1,,,96,,,"Martin Balsam | John Fiedler | Lee J. Cobb","Sidney Lumet","Kenyon Hopkins","Boris Kaufman","Henry Fonda | George Justin | Reginald Rose","Reginald Rose","Mar 16, 2026",2026,"In Collection",,,,309,,,,"Mar 16, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
"US - PG",Color,USA,"Adventure | Comedy | Family | Fantasy",6.8,https://www.imdb.com/title/tt0102057/?ref_=ref_ext_clz,,English,,"The boy who wasn't supposed to grow up—Peter Pan—does just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. During his trip to see Granny Wendy in London, the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland.",1991,1991,,Hook,"TriStar Pictures",Hook,,,7892770002512,,,,,,,DVD,,N/A,1,,,142,,,"Dustin Hoffman | Robin Williams | Julia Roberts","Steven Spielberg","John Williams","Dean Cundey","Gary Adelson | Mohamed Al-Fayed | Craig Baumgarten","J.M. Barrie | James V. Hart | Nick Castle","Mar 15, 2026",2026,"In Collection",,,,43,,,,"Mar 15, 2026",0,,,,,,,1,,,Filmes,0,,No,,,
